tx_id,team_code,expense_category,amount,fiscal_quarter
300733,T106,Office,15805.22,Q4
300734,T102,Consulting,22429.0,Q1
300735,T111,Personnel,-3480.16,Q1
300736,T112,Training,-3306.64,Q3
300737,T104,Travel,11472.56,Q3
300738,T101,Personnel,6987.47,Q3
300739,T114,Consulting,43266.73,Q2
300740,T108,Consulting,22366.72,Q2
300741,T117,Travel,41766.93,Q1
300742,T115,Consulting,25078.05,Q3
300743,T109,Consulting,39571.49,Q2
300744,T117,Training,48014.99,Q1
300745,T118,Personnel,-1327.13,Q2
300746,T106,Consulting,49714.73,Q4
300747,T109,Office,9584.58,Q4
300748,T114,Consulting,-2409.11,Q1
300749,T110,Software,36522.5,Q2
300750,T118,Office,25908.59,Q4
300751,T108,Training,40837.68,Q1
300752,T118,Consulting,27517.69,Q3
300753,T104,Personnel,5901.53,Q2
300754,T115,Personnel,23690.41,Q2
300755,T111,Consulting,9504.56,Q3
300756,T101,Consulting,2526.68,Q2
300757,T113,Office,48624.58,Q4
300758,T114,Software,22779.11,Q1
300759,T112,Software,-1767.96,Q3
300760,T117,Training,39295.57,Q1
300761,T118,Office,648.72,Q4
300762,T116,Software,43652.82,Q1
300763,T102,Training,38340.99,Q3
300764,T105,Travel,41431.69,Q4
300765,T110,Personnel,27044.13,Q4
300766,T116,Office,26986.04,Q4
300767,T117,Consulting,2445.81,Q1
300768,T110,Consulting,-2012.05,Q4
300769,T109,Software,47383.0,Q1
300770,T113,Training,6986.8,Q4
300771,T106,Consulting,28503.29,Q1
300772,T110,Training,48543.55,Q1
300773,T117,Personnel,14625.95,Q1
300774,T114,Training,20834.47,Q1
300775,T118,Consulting,24342.46,Q4
300776,T110,Hardware,1871.29,Q1
300777,T112,Travel,48661.64,Q2
300778,T117,Personnel,48804.27,Q1
300779,T105,Training,32311.1,Q1
300780,T101,Personnel,49349.81,Q4
300781,T105,Travel,22035.46,Q1
300782,T105,Personnel,-1550.49,Q2
300783,T113,Office,6474.51,Q3
300784,T105,Software,41338.27,Q3
300785,T103,Consulting,35104.19,Q3
300786,T103,Travel,20033.07,Q3
300787,T101,Personnel,41089.48,Q4
300788,T116,Hardware,19899.3,Q1
300789,T113,Consulting,4915.5,Q4
300790,T112,Software,32540.56,Q3
300791,T102,Hardware,1036.68,Q4
300792,T110,Hardware,23933.49,Q3
300793,T115,Travel,49925.65,Q1
300794,T111,Hardware,22430.45,Q2
300795,T119,Hardware,31970.22,Q1
300796,T119,Personnel,46979.49,Q1
300797,T112,Consulting,5867.93,Q4
300798,T111,Consulting,45958.79,Q1
300799,T119,Training,49790.39,Q4
300800,T114,Training,21130.12,Q1
300801,T118,Office,13212.27,Q4
300802,T101,Travel,23754.41,Q2
300803,T111,Hardware,30971.14,Q3
300804,T110,Consulting,43155.69,Q1
300805,T103,Consulting,38871.04,Q2
300806,T104,Hardware,20187.45,Q3
300807,T119,Consulting,41198.71,Q3
300808,T110,Hardware,45895.51,Q4
300809,T105,Training,24146.61,Q4
300810,T104,Travel,957.53,Q1
300811,T112,Travel,-786.2,Q1
300812,T118,Training,2887.07,Q4
300813,T114,Hardware,34848.88,Q3
300814,T107,Training,30684.41,Q4
300815,T110,Travel,20928.17,Q3
300816,T118,Software,24520.06,Q4
300817,T103,Personnel,44168.66,Q3
300818,T103,Consulting,44183.0,Q4
300819,T115,Personnel,-3857.31,Q4
300820,T106,Personnel,30464.35,Q2
300821,T113,Office,1122.28,Q4
300822,T112,Personnel,20564.11,Q1
300823,T117,Software,13769.78,Q4
300824,T104,Hardware,40446.26,Q1
300825,T116,Training,21057.71,Q1
300826,T112,Training,41431.44,Q1
300827,T105,Personnel,19226.46,Q4
300828,T109,Office,22932.43,Q1
300829,T114,Consulting,11333.63,Q2
300830,T102,Hardware,23484.21,Q4
300831,T111,Training,33134.62,Q1
300832,T105,Personnel,34826.99,Q1
300833,T114,Training,39150.11,Q4
300834,T110,Personnel,40840.07,Q1
300835,T114,Consulting,35352.62,Q3
300836,T101,Training,13894.15,Q1
300837,T117,Hardware,14037.39,Q3
300838,T115,Office,5002.65,Q4
300839,T115,Personnel,33661.07,Q3
300840,T119,Consulting,44912.7,Q1
300841,T102,Travel,25553.13,Q2
300842,T108,Office,16338.07,Q3
300843,T116,Travel,3473.18,Q2
300844,T112,Office,49715.21,Q1
300845,T109,Personnel,21105.59,Q2
300846,T102,Personnel,-4637.97,Q2
300847,T118,Consulting,47808.41,Q2
300848,T107,Travel,24461.12,Q2
300849,T112,Hardware,18758.98,Q3
300850,T105,Consulting,11952.22,Q1
300851,T111,Travel,44392.73,Q1
300852,T111,Personnel,4206.61,Q4
300853,T116,Training,22607.95,Q3
300854,T112,Travel,34700.92,Q3
300855,T115,Training,28120.85,Q3
300856,T116,Training,30407.14,Q1
300857,T106,Personnel,17364.77,Q4
300858,T119,Software,3228.69,Q1
300859,T102,Training,22698.86,Q2
300860,T105,Software,41646.35,Q2
300861,T107,Software,-1907.56,Q4
300862,T104,Software,41813.07,Q2
300863,T110,Office,16229.27,Q2
300864,T102,Hardware,3065.45,Q1
300865,T105,Travel,35370.53,Q1
300866,T102,Office,44409.5,Q2
300867,T103,Training,-4802.25,Q2
300868,T101,Hardware,-653.16,Q2
300869,T117,Software,49737.76,Q1
300870,T117,Hardware,23600.55,Q1
300871,T101,Personnel,10944.88,Q3
300872,T109,Travel,35342.59,Q1
300873,T107,Personnel,47771.9,Q1
300874,T104,Consulting,37382.65,Q2
300875,T117,Consulting,49833.03,Q2
300876,T112,Training,-4845.46,Q2
300877,T111,Hardware,19731.53,Q3
300878,T107,Personnel,24246.67,Q3
300879,T103,Software,32329.1,Q2
300880,T111,Consulting,31751.39,Q1
300881,T116,Consulting,8793.56,Q1
300882,T112,Hardware,1896.42,Q3
300883,T104,Travel,24347.29,Q3
300884,T103,Training,39231.32,Q4
300885,T114,Personnel,3366.51,Q3
300886,T108,Training,14832.73,Q4
300887,T112,Training,7460.69,Q3
300888,T109,Training,34833.16,Q2
300889,T105,Software,4576.3,Q4
300890,T105,Personnel,37574.47,Q1
300891,T109,Travel,29003.91,Q4
300892,T109,Training,32677.27,Q4
300893,T103,Travel,27624.17,Q3
300894,T115,Office,20700.96,Q3
300895,T112,Travel,7175.46,Q2
300896,T114,Travel,15009.96,Q1
300897,T105,Office,3523.91,Q3
300898,T108,Software,29625.73,Q4
300899,T108,Travel,11504.2,Q2
300900,T102,Training,45542.77,Q3
300901,T117,Personnel,26274.05,Q4
300902,T114,Personnel,22329.32,Q2
300903,T107,Consulting,40225.18,Q1
300904,T110,Hardware,27006.49,Q2
300905,T106,Personnel,7332.78,Q1
300906,T111,Personnel,25696.92,Q4
300907,T113,Office,28062.71,Q2
300908,T111,Travel,33414.77,Q1
300909,T109,Personnel,9559.97,Q4
300910,T118,Personnel,30348.09,Q3
300911,T108,Training,30385.46,Q4
300912,T117,Training,11059.84,Q1
300913,T113,Consulting,20468.55,Q1
300914,T116,Training,22496.44,Q1
300915,T108,Hardware,22194.46,Q3
300916,T111,Travel,38719.72,Q1
300917,T119,Software,32826.97,Q2
300918,T117,Hardware,13998.07,Q1
300919,T113,Software,29935.24,Q4
300920,T113,Software,31842.83,Q1
300921,T104,Hardware,-3774.84,Q4
300922,T110,Travel,16197.96,Q1
300923,T118,Office,19229.07,Q2
300924,T115,Office,-3074.95,Q2
300925,T117,Travel,48333.62,Q3
300926,T118,Software,21390.68,Q1
300927,T111,Travel,24457.84,Q2
300928,T112,Travel,24595.35,Q2
300929,T104,Training,12672.79,Q4
300930,T118,Software,6307.95,Q3
300931,T114,Travel,3027.38,Q1
300932,T113,Personnel,49496.72,Q4
300933,T116,Hardware,12563.61,Q1
300934,T108,Travel,40959.0,Q1
300935,T104,Personnel,1233.79,Q4
300936,T102,Personnel,38554.74,Q2
300937,T115,Hardware,42573.74,Q4
300938,T118,Office,927.93,Q4
300939,T109,Hardware,48957.6,Q4
300940,T118,Personnel,1324.65,Q1
300941,T115,Personnel,43665.02,Q2
300942,T119,Personnel,32661.91,Q2
300943,T106,Personnel,7706.34,Q1
300944,T114,Software,8853.85,Q4
300945,T108,Software,509.4,Q3
300946,T105,Office,44929.06,Q2
300947,T111,Personnel,23171.62,Q2
300948,T114,Consulting,10556.71,Q1
300949,T118,Software,20058.73,Q4
300950,T113,Hardware,43166.94,Q2
300951,T108,Personnel,2917.09,Q2
300952,T108,Hardware,30012.96,Q4
300953,T116,Training,39163.51,Q3
300954,T116,Travel,28874.07,Q3
300955,T110,Training,42093.94,Q2
300956,T115,Software,40016.09,Q1
300957,T107,Software,27585.82,Q1
300958,T115,Training,30483.22,Q1
300959,T103,Travel,37331.36,Q3
300960,T114,Consulting,4927.54,Q2
300961,T109,Consulting,46992.17,Q3
300962,T119,Consulting,29038.48,Q2
300963,T117,Travel,16029.89,Q4
300964,T118,Office,45275.54,Q1
300965,T111,Travel,19882.51,Q3
300966,T118,Software,27438.92,Q4
300967,T106,Hardware,11563.08,Q4
300968,T118,Hardware,8273.81,Q1
300969,T110,Office,20403.58,Q3
300970,T114,Consulting,15012.26,Q3
300971,T107,Office,41177.48,Q2
300972,T101,Training,8952.91,Q1
300973,T112,Personnel,38429.54,Q1
300974,T115,Personnel,49207.18,Q1
300975,T101,Office,25263.71,Q3
300976,T119,Training,5723.5,Q1
300977,T106,Office,17510.95,Q3
300978,T104,Software,48374.44,Q1
300979,T113,Travel,30762.55,Q2
300980,T105,Office,39935.15,Q4
300981,T106,Travel,8644.31,Q3
300982,T111,Office,20908.39,Q3
300983,T102,Personnel,31833.48,Q1
300984,T107,Hardware,29366.73,Q1
300985,T109,Training,19732.21,Q4
300986,T103,Software,5169.89,Q3
300987,T106,Consulting,24396.44,Q2
300988,T105,Office,2037.03,Q3
300989,T114,Travel,24621.76,Q2
300990,T119,Travel,11403.29,Q3
300991,T112,Consulting,23710.62,Q3
300992,T102,Hardware,13737.48,Q4
300993,T102,Office,45102.03,Q2
300994,T107,Software,3403.93,Q1
300995,T110,Software,30148.22,Q1
300996,T108,Hardware,47441.2,Q1
300997,T106,Personnel,35339.39,Q4
300998,T103,Software,16332.73,Q3
300999,T112,Travel,14787.12,Q4
301000,T108,Software,35468.65,Q4
301001,T117,Training,18656.55,Q4
301002,T106,Software,34992.62,Q2
301003,T103,Personnel,-1374.46,Q2
301004,T116,Office,27162.8,Q2
301005,T116,Hardware,47302.08,Q3
301006,T103,Personnel,32349.24,Q2
301007,T113,Personnel,34063.1,Q2
301008,T102,Office,3494.6,Q1
301009,T116,Software,43170.87,Q2
301010,T102,Training,10213.7,Q3
301011,T114,Training,47936.94,Q2
301012,T113,Software,42793.8,Q3
301013,T114,Consulting,20118.7,Q2
301014,T119,Training,20231.38,Q4
301015,T105,Software,12206.54,Q3
301016,T103,Personnel,40204.05,Q2
301017,T118,Training,46835.23,Q4
301018,T118,Consulting,24969.12,Q2
301019,T103,Travel,21051.69,Q3
301020,T117,Consulting,35010.33,Q2
301021,T103,Personnel,1948.89,Q4
301022,T116,Personnel,36425.14,Q2
301023,T107,Travel,27845.45,Q2
301024,T106,Software,41236.33,Q2
301025,T109,Consulting,22091.89,Q2
301026,T115,Travel,31655.9,Q1
301027,T109,Office,41453.8,Q2
301028,T110,Software,15894.99,Q2
301029,T103,Hardware,-2547.89,Q2
301030,T102,Office,-224.15,Q3
301031,T110,Consulting,18424.52,Q2
301032,T113,Office,9255.82,Q3
301033,T116,Hardware,10590.0,Q2
301034,T111,Travel,36464.81,Q4
301035,T118,Travel,8517.27,Q1
301036,T118,Software,39856.67,Q1
301037,T110,Office,19942.97,Q3
301038,T107,Personnel,17721.86,Q1
301039,T106,Consulting,32815.85,Q4
301040,T106,Hardware,10597.05,Q4
301041,T116,Travel,30680.61,Q1
301042,T106,Consulting,-3535.85,Q3
301043,T108,Training,29866.89,Q2
301044,T114,Software,9748.3,Q2
301045,T111,Personnel,10644.74,Q1
301046,T105,Software,37447.87,Q4
301047,T105,Training,36156.55,Q4
301048,T109,Personnel,29784.65,Q1
301049,T107,Travel,6638.38,Q4
301050,T115,Hardware,34876.04,Q1
301051,T118,Consulting,36518.49,Q4
301052,T103,Training,6516.3,Q1
301053,T113,Travel,46962.83,Q2
301054,T117,Hardware,21240.4,Q4
301055,T118,Personnel,2248.73,Q1
301056,T118,Training,5776.22,Q1
301057,T102,Travel,44448.3,Q3
301058,T101,Travel,40667.38,Q2
301059,T112,Hardware,25953.94,Q3
301060,T110,Software,19956.82,Q4
301061,T103,Hardware,26136.34,Q4
301062,T109,Consulting,20370.36,Q3
301063,T108,Consulting,24543.02,Q3
301064,T110,Personnel,28706.26,Q3
301065,T119,Office,48147.35,Q4
301066,T112,Office,14293.94,Q4
301067,T112,Personnel,19065.66,Q1
301068,T112,Consulting,28974.7,Q3
301069,T104,Hardware,13190.21,Q3
301070,T106,Training,36508.36,Q3
301071,T115,Hardware,12557.16,Q3
301072,T103,Training,8348.53,Q3
301073,T119,Training,31302.89,Q2
301074,T104,Training,24520.86,Q3
301075,T105,Hardware,25072.84,Q1
301076,T117,Software,29158.54,Q3
301077,T116,Office,27089.62,Q4
301078,T102,Training,49244.67,Q3
301079,T117,Hardware,17579.29,Q4
301080,T118,Travel,44033.69,Q1
301081,T111,Office,44960.14,Q1
301082,T107,Office,41230.41,Q3
301083,T109,Consulting,49392.85,Q2
301084,T113,Personnel,4126.41,Q1
301085,T105,Personnel,39319.98,Q3
301086,T101,Personnel,15003.66,Q1
301087,T105,Travel,33952.23,Q2
301088,T108,Consulting,3070.88,Q1
301089,T116,Consulting,4979.77,Q3
301090,T116,Software,2402.98,Q2
301091,T104,Personnel,39314.64,Q2
301092,T119,Office,37907.19,Q2
301093,T105,Office,5020.24,Q1
301094,T109,Travel,33195.41,Q4
301095,T103,Office,43626.49,Q2
301096,T108,Software,4871.45,Q2
301097,T114,Training,30920.74,Q1
301098,T116,Office,45473.88,Q4
301099,T104,Software,24054.23,Q2
301100,T101,Hardware,45359.64,Q4
301101,T112,Training,12447.62,Q3
301102,T119,Training,28694.61,Q1
301103,T113,Office,28342.39,Q1
301104,T106,Training,31433.95,Q4
301105,T101,Consulting,44593.17,Q3
301106,T108,Travel,-510.35,Q2
301107,T109,Personnel,14257.85,Q4
301108,T111,Hardware,1523.22,Q4
301109,T106,Consulting,37959.65,Q4
301110,T117,Travel,16126.44,Q1
301111,T103,Travel,30315.35,Q2
301112,T112,Office,8658.53,Q4
301113,T104,Travel,962.36,Q4
301114,T103,Hardware,47867.72,Q3
301115,T103,Travel,31976.43,Q2
301116,T105,Hardware,20203.45,Q2
301117,T102,Office,7685.49,Q3
301118,T111,Software,31924.12,Q2
301119,T106,Personnel,5004.37,Q3
301120,T111,Consulting,22253.32,Q4
301121,T116,Personnel,23716.49,Q3
301122,T116,Software,13298.84,Q4
301123,T115,Consulting,48342.05,Q1
301124,T101,Travel,44853.16,Q1
301125,T112,Software,41186.28,Q4
301126,T106,Consulting,-4850.09,Q4
301127,T108,Office,10902.21,Q4
301128,T107,Software,34768.39,Q1
301129,T119,Software,27051.77,Q1
301130,T103,Training,2588.63,Q2
301131,T102,Software,35089.0,Q2
301132,T101,Training,9298.61,Q2
301133,T115,Travel,45849.95,Q2
301134,T105,Personnel,22115.7,Q1
301135,T113,Hardware,2557.95,Q4
301136,T114,Consulting,39273.07,Q1
301137,T108,Training,1434.99,Q4
301138,T114,Software,31138.3,Q3
301139,T115,Consulting,23368.14,Q4
301140,T115,Software,48241.68,Q3
301141,T101,Consulting,39052.53,Q2
301142,T104,Travel,1008.82,Q3
301143,T103,Hardware,-763.46,Q2
301144,T114,Office,23737.12,Q2
301145,T101,Office,47576.0,Q3
301146,T112,Consulting,43291.52,Q4
301147,T107,Travel,43739.78,Q4
301148,T104,Consulting,35543.06,Q2
301149,T108,Travel,35250.87,Q2
301150,T113,Office,34741.77,Q3
301151,T109,Training,9097.96,Q3
301152,T109,Consulting,-1414.77,Q4
301153,T113,Training,8488.87,Q1
301154,T101,Training,6692.85,Q3
301155,T102,Training,10117.21,Q1
301156,T104,Personnel,12518.74,Q3
301157,T115,Travel,46965.28,Q3
301158,T102,Travel,4200.4,Q2
301159,T109,Training,13241.72,Q1
301160,T118,Travel,39912.4,Q1
301161,T110,Travel,13010.15,Q4
301162,T104,Software,41507.35,Q1
301163,T109,Office,-2196.48,Q4
301164,T116,Training,11016.28,Q3
301165,T119,Consulting,42490.25,Q4
301166,T117,Software,23387.25,Q3
301167,T115,Office,29362.1,Q1
301168,T106,Training,35294.07,Q4
301169,T111,Software,31424.16,Q3
301170,T105,Travel,19555.82,Q3
301171,T107,Consulting,26286.08,Q2
301172,T105,Travel,17926.71,Q1
301173,T104,Training,2150.19,Q4
301174,T110,Office,6424.83,Q4
301175,T106,Office,-4572.63,Q1
301176,T103,Travel,9285.4,Q3
301177,T116,Office,47237.94,Q3
301178,T113,Hardware,3494.48,Q3
301179,T111,Consulting,49161.15,Q2
301180,T106,Office,22107.31,Q3
301181,T118,Office,34374.89,Q2
301182,T104,Office,7762.2,Q1
301183,T112,Travel,-1873.98,Q1
301184,T117,Consulting,11187.68,Q4
301185,T118,Personnel,4551.55,Q1
301186,T118,Office,6333.62,Q1
301187,T112,Travel,13846.61,Q1
301188,T116,Personnel,27160.65,Q2
301189,T112,Software,49952.93,Q1
301190,T117,Software,46605.11,Q2
301191,T102,Travel,42937.26,Q3
301192,T113,Consulting,1834.48,Q2
301193,T115,Personnel,26039.65,Q3
301194,T101,Training,9625.34,Q3
301195,T105,Hardware,46602.8,Q1
301196,T101,Office,46384.08,Q2
301197,T111,Personnel,21345.0,Q2
301198,T108,Software,25793.5,Q3
301199,T118,Office,35634.42,Q1
301200,T112,Personnel,48987.66,Q3
301201,T113,Office,4261.26,Q1
301202,T113,Hardware,7023.87,Q1
301203,T112,Travel,-3291.99,Q1
301204,T119,Office,39529.49,Q4
301205,T119,Personnel,13527.48,Q1
301206,T109,Office,49973.56,Q2
301207,T112,Office,20924.68,Q4
301208,T117,Office,36561.85,Q2
301209,T118,Travel,-3882.25,Q1
301210,T119,Training,49224.73,Q4
301211,T101,Hardware,14187.55,Q3
301212,T110,Consulting,5857.44,Q3
301213,T105,Travel,38590.86,Q1
301214,T101,Hardware,48784.96,Q4
301215,T104,Consulting,38543.32,Q3
301216,T106,Software,22655.23,Q2
301217,T102,Consulting,24297.28,Q2
301218,T103,Consulting,17077.84,Q2
301219,T107,Hardware,27219.49,Q3
301220,T103,Hardware,39937.44,Q3
301221,T115,Hardware,5555.47,Q2
301222,T114,Personnel,7288.86,Q4
301223,T114,Office,-3827.08,Q4
301224,T112,Office,3524.88,Q2
301225,T117,Consulting,45353.84,Q3
301226,T117,Consulting,1633.03,Q3
301227,T109,Hardware,41156.14,Q2
301228,T109,Hardware,3626.88,Q2
301229,T108,Travel,44776.95,Q4
301230,T104,Office,6529.2,Q1
301231,T115,Travel,30637.34,Q4
301232,T110,Office,25643.55,Q2
301233,T113,Office,28521.02,Q1
301234,T112,Hardware,30991.38,Q2
301235,T101,Training,42436.02,Q4
301236,T110,Consulting,41788.16,Q1
301237,T108,Hardware,13943.5,Q3
301238,T119,Training,31512.9,Q1
301239,T106,Personnel,20264.04,Q1
301240,T113,Consulting,35304.86,Q4
301241,T104,Personnel,48539.06,Q3
301242,T102,Consulting,47836.06,Q1
301243,T106,Personnel,4966.7,Q1
301244,T113,Consulting,16786.05,Q4
301245,T106,Software,29746.23,Q2
301246,T103,Software,47287.21,Q2
301247,T104,Travel,45254.44,Q1
301248,T109,Personnel,22711.03,Q2
301249,T107,Consulting,4011.86,Q3
301250,T117,Hardware,516.2,Q4
301251,T109,Software,43075.78,Q1
301252,T104,Hardware,30786.12,Q3
301253,T102,Travel,36409.28,Q3
301254,T110,Office,35014.14,Q1
301255,T110,Office,14713.91,Q4
301256,T110,Training,18194.52,Q4
301257,T119,Office,31901.67,Q4
301258,T105,Personnel,-4810.63,Q4
301259,T105,Consulting,46497.71,Q2
301260,T102,Hardware,38890.02,Q4
301261,T111,Software,21495.65,Q2
301262,T101,Hardware,23576.49,Q4
301263,T118,Consulting,16217.09,Q4
301264,T104,Office,19640.07,Q4
301265,T105,Travel,18759.08,Q1
301266,T114,Hardware,8672.25,Q2
301267,T104,Office,21858.28,Q1
301268,T108,Software,19936.87,Q2
301269,T108,Software,3820.25,Q4
301270,T114,Personnel,42950.58,Q3
301271,T117,Hardware,13425.07,Q1
301272,T106,Travel,43559.52,Q1
301273,T102,Travel,-1801.65,Q3
301274,T110,Personnel,41111.6,Q2
301275,T114,Hardware,5714.01,Q1
301276,T118,Software,14946.64,Q4
301277,T104,Travel,8326.22,Q2
301278,T107,Office,13323.67,Q4
301279,T117,Hardware,8644.0,Q4
301280,T101,Training,731.98,Q3
301281,T107,Consulting,48135.61,Q2
301282,T101,Hardware,10687.76,Q1
301283,T118,Hardware,15559.47,Q4
301284,T110,Office,46507.13,Q3
301285,T118,Consulting,45852.11,Q1
301286,T117,Office,39560.58,Q1
301287,T111,Software,-2114.31,Q3
301288,T113,Consulting,29450.94,Q1
301289,T106,Personnel,32589.78,Q3
301290,T103,Office,43598.79,Q1
301291,T102,Hardware,26804.17,Q3
301292,T103,Consulting,-4806.07,Q4
301293,T112,Hardware,10098.24,Q1
301294,T111,Consulting,1871.36,Q1
301295,T114,Training,38957.71,Q4
301296,T103,Software,47216.33,Q4
301297,T101,Training,40269.96,Q4
301298,T106,Consulting,31207.62,Q2
301299,T115,Hardware,20097.66,Q3
301300,T118,Training,6674.99,Q4
301301,T102,Personnel,2309.8,Q3
301302,T101,Hardware,23122.82,Q1
301303,T119,Personnel,22054.65,Q2
301304,T104,Travel,24405.89,Q1
301305,T106,Personnel,18382.43,Q4
301306,T102,Travel,32790.58,Q2
301307,T101,Consulting,4194.62,Q4
301308,T119,Training,10835.0,Q3
301309,T105,Training,2288.78,Q4
301310,T113,Training,17882.68,Q4
301311,T102,Software,30769.09,Q2
301312,T114,Training,44373.07,Q2
301313,T101,Office,40954.64,Q3
301314,T102,Software,5945.69,Q4
301315,T114,Training,11869.92,Q3
301316,T117,Personnel,22333.89,Q4
301317,T118,Hardware,729.73,Q1
301318,T116,Consulting,45759.23,Q1
301319,T107,Training,37427.86,Q2
301320,T115,Personnel,48525.91,Q1
301321,T104,Hardware,45687.93,Q3
301322,T109,Consulting,35830.71,Q1
301323,T110,Training,40494.63,Q2
301324,T110,Travel,31571.12,Q1
301325,T101,Training,25642.31,Q4
301326,T113,Personnel,37014.04,Q1
301327,T114,Software,14606.92,Q3
301328,T104,Training,36769.08,Q4
301329,T109,Office,5063.99,Q3
301330,T106,Hardware,41557.46,Q3
301331,T113,Consulting,7413.73,Q4
301332,T103,Personnel,17513.95,Q3
301333,T110,Consulting,31738.45,Q4
301334,T116,Consulting,-203.06,Q2
301335,T106,Travel,33245.38,Q2
301336,T119,Personnel,18645.01,Q4
301337,T104,Hardware,9194.96,Q1
301338,T110,Hardware,13710.36,Q3
301339,T111,Travel,27525.48,Q4
301340,T103,Consulting,20622.18,Q1
301341,T113,Travel,22109.73,Q3
301342,T107,Consulting,30488.2,Q1
301343,T119,Hardware,25484.93,Q3
301344,T114,Hardware,6212.19,Q1
301345,T103,Training,5226.27,Q3
301346,T113,Travel,24097.36,Q4
301347,T119,Personnel,30755.54,Q4
301348,T115,Travel,18897.46,Q4
301349,T102,Hardware,39065.54,Q2
301350,T117,Office,42127.6,Q2
301351,T110,Software,30354.01,Q4
301352,T111,Travel,41127.78,Q4
301353,T112,Consulting,27607.28,Q2
301354,T103,Office,19835.59,Q1
301355,T101,Personnel,3572.94,Q3
301356,T111,Training,49628.57,Q1
301357,T114,Consulting,5335.04,Q1
301358,T113,Consulting,18338.24,Q4
301359,T105,Consulting,17383.77,Q2
301360,T115,Consulting,-4985.54,Q4
301361,T106,Personnel,2805.35,Q1
301362,T109,Office,21516.3,Q1
301363,T119,Office,7824.61,Q1
301364,T111,Software,38494.08,Q3
301365,T110,Office,5893.87,Q4
301366,T104,Hardware,23831.36,Q1
301367,T109,Travel,12638.88,Q4
301368,T113,Training,9608.01,Q2
301369,T117,Software,15783.15,Q4
301370,T105,Travel,33289.12,Q1
301371,T101,Travel,-1192.7,Q2
301372,T119,Travel,43376.69,Q4
301373,T107,Training,42179.08,Q4
301374,T107,Consulting,23312.81,Q2
301375,T111,Software,1091.0,Q4
301376,T114,Travel,15013.47,Q3
301377,T102,Consulting,15821.27,Q2
301378,T112,Consulting,40725.13,Q2
301379,T108,Consulting,41916.17,Q2
301380,T106,Travel,40775.48,Q3
301381,T119,Personnel,27948.87,Q2
301382,T102,Consulting,48973.23,Q2
301383,T106,Hardware,2057.61,Q4
301384,T114,Hardware,31781.93,Q4
301385,T104,Travel,49580.07,Q1
301386,T109,Training,25720.01,Q4
301387,T119,Software,20161.22,Q1
301388,T117,Consulting,16148.11,Q3
301389,T111,Office,40049.92,Q1
301390,T103,Hardware,31107.82,Q4
301391,T117,Hardware,8865.8,Q2
301392,T107,Hardware,1515.23,Q2
301393,T113,Consulting,1273.06,Q4
301394,T111,Software,1652.16,Q4
301395,T115,Consulting,34726.09,Q3
301396,T108,Software,13774.97,Q2
301397,T106,Office,36007.72,Q4
301398,T102,Software,24977.85,Q4
301399,T109,Office,29192.68,Q4
301400,T110,Office,23485.32,Q4
301401,T104,Hardware,4274.94,Q1
301402,T114,Consulting,37393.37,Q3
301403,T111,Software,47771.46,Q4
301404,T111,Hardware,29857.42,Q3
301405,T107,Hardware,11865.13,Q2
301406,T113,Software,5312.08,Q3
301407,T106,Office,36064.87,Q4
301408,T104,Personnel,39778.45,Q4
301409,T104,Consulting,38293.28,Q3
301410,T102,Consulting,37158.37,Q1
301411,T119,Training,14288.34,Q2
301412,T119,Software,38650.81,Q3
301413,T112,Training,14430.48,Q4
301414,T108,Personnel,37420.54,Q3
301415,T103,Software,24068.93,Q2
301416,T109,Travel,29856.82,Q4
301417,T112,Office,34274.08,Q1
301418,T112,Training,40051.41,Q1
301419,T108,Hardware,21795.58,Q3
301420,T119,Personnel,29361.31,Q4
301421,T114,Travel,17155.06,Q1
301422,T119,Hardware,7192.95,Q1
301423,T109,Personnel,20402.56,Q3
301424,T104,Software,3670.92,Q2
301425,T107,Personnel,4250.93,Q1
301426,T108,Hardware,37070.36,Q1
301427,T102,Training,33085.64,Q2
301428,T116,Office,34215.11,Q4
301429,T106,Office,19150.11,Q3
301430,T117,Personnel,32557.92,Q2
301431,T109,Hardware,15441.76,Q4
301432,T116,Personnel,44977.7,Q3
301433,T111,Hardware,38958.11,Q2
301434,T103,Consulting,5916.88,Q1
301435,T110,Software,5533.15,Q4
301436,T119,Consulting,18143.91,Q3
301437,T116,Personnel,20900.22,Q1
301438,T108,Software,15793.86,Q4
301439,T106,Personnel,36646.23,Q2
301440,T101,Training,34343.34,Q3
301441,T107,Hardware,3598.47,Q4
301442,T106,Personnel,34517.14,Q4
301443,T107,Consulting,24803.24,Q1
301444,T114,Hardware,3276.43,Q2
301445,T112,Consulting,30526.13,Q3
301446,T112,Office,26761.58,Q2
301447,T117,Hardware,14929.31,Q3
301448,T103,Personnel,8436.14,Q2
301449,T116,Software,40367.31,Q2
301450,T117,Training,20464.81,Q3
301451,T112,Personnel,7028.62,Q3
301452,T112,Training,2460.44,Q1
301453,T111,Consulting,38875.83,Q2
301454,T119,Personnel,13469.66,Q3
301455,T112,Travel,22199.07,Q3
301456,T102,Hardware,44919.71,Q2
301457,T104,Office,47243.14,Q4
301458,T109,Personnel,24192.67,Q1
301459,T109,Consulting,25998.97,Q4
301460,T117,Training,30624.63,Q1
301461,T110,Travel,47937.0,Q3
301462,T116,Personnel,38499.34,Q3
301463,T119,Travel,25409.18,Q4
301464,T108,Consulting,35699.33,Q1
